a	b
238.8278388	11.29150391
241.7582418	11.23046875
238.8278388	11.16943359
234.4322344	11.16943359
257.1428571	12.39013672
257.8754579	12.26806641
254.9450549	12.26806641
257.8754579	12.14599609
262.2710623	12.45117188
273.992674	13.36669922
276.9230769	13.42773438
276.9230769	13.61083984
276.9230769	13.54980469
274.7252747	13.54980469
272.5274725	13.61083984
274.7252747	13.671875
276.9230769	13.42773438
271.0622711	13.61083984
274.7252747	13.61083984
289.3772894	14.52636719
288.6446886	14.46533203
285.7142857	14.58740234
287.9120879	14.52636719
290.8424908	14.58740234
302.5641026	15.68603516
304.029304	15.80810547
309.1575092	15.625
301.8315018	15.80810547
302.5641026	15.74707031
320.1465201	17.21191406
325.2747253	16.90673828
320.8791209	17.02880859
326.7399267	16.47949219
320.8791209	16.6015625
333.3333333	17.39501953
329.6703297	17.15087891
336.996337	17.27294922
342.1245421	17.02880859
336.996337	17.08984375
350.9157509	16.96777344
350.9157509	16.90673828
353.1135531	16.84570313
355.3113553	16.78466797
356.7765568	16.90673828
372.1611722	15.25878906
370.6959707	15.13671875
373.6263736	14.6484375
374.3589744	14.34326172
371.4285714	14.46533203
371.4285714	13.48876953
367.7655678	13.24462891
369.96337	13.30566406
368.4981685	13.42773438
369.2307692	13.36669922
384.6153846	10.7421875
389.010989	10.49804688
386.0805861	10.19287109
387.5457875	10.49804688
389.010989	10.43701172
402.9304029	6.34765625
402.1978022	6.34765625
405.8608059	6.042480469
408.0586081	6.225585938
405.8608059	6.591796875
417.5824176	6.713867188
420.5128205	6.591796875
420.5128205	6.469726563
417.5824176	6.225585938
418.3150183	6.591796875
432.967033	6.652832031
435.8974359	6.530761719
437.3626374	6.103515625
432.2344322	6.774902344
437.3626374	7.202148438
449.8168498	6.774902344
449.8168498	5.920410156
450.5494505	6.896972656
449.8168498	6.408691406
450.5494505	6.34765625
470.3296703	7.080078125
465.2014652	7.080078125
468.1318681	6.713867188
467.3992674	6.958007813
470.3296703	6.225585938
470.3296703	6.225585938
463.003663	6.774902344
465.2014652	6.469726563
466.6666667	7.263183594
468.1318681	6.225585938
486.4468864	7.080078125
481.3186813	6.774902344
484.2490842	7.934570313
482.7838828	7.32421875
485.7142857	6.8359375
524.5421245	6.8359375
497.4358974	6.958007813
505.4945055	7.385253906
500.3663004	6.164550781
501.8315018	6.774902344
515.018315	6.896972656
516.4835165	6.34765625
513.5531136	7.629394531
517.2161172	6.591796875
517.2161172	6.225585938
531.1355311	7.995605469
534.0659341	7.446289063
534.0659341	6.774902344
531.8681319	6.713867188
534.7985348	8.30078125
554.5787546	6.8359375
551.6483516	5.920410156
544.3223443	6.286621094
548.7179487	8.30078125
550.9157509	6.652832031
551.6483516	6.713867188
549.4505495	6.469726563
545.0549451	7.690429688
546.5201465	7.263183594
547.2527473	5.920410156
567.7655678	6.408691406
563.3699634	8.483886719
568.4981685	7.080078125
561.1721612	8.422851563
567.032967	6.286621094
581.6849817	7.019042969
576.5567766	7.995605469
582.4175824	6.652832031
581.6849817	8.483886719
584.6153846	6.774902344
597.0695971	6.652832031
594.1391941	6.34765625
597.0695971	7.141113281
597.0695971	6.958007813
594.1391941	7.019042969
618.3150183	7.751464844
610.989011	6.103515625
612.4542125	6.713867188
610.989011	8.178710938
611.7216117	6.408691406
630.7692308	7.629394531
629.3040293	7.995605469
630.7692308	6.34765625
631.5018315	7.446289063
630.7692308	8.056640625
643.956044	7.8125
648.3516484	7.873535156
651.2820513	6.164550781
641.025641	9.399414063
644.6886447	6.896972656
644.6886447	7.507324219
642.4908425	7.995605469
648.3516484	5.859375
644.6886447	7.019042969
646.1538462	9.338378906
662.2710623	7.690429688
657.8754579	7.32421875
661.5384615	7.995605469
661.5384615	7.995605469
665.2014652	6.958007813
677.6556777	7.141113281
676.9230769	6.530761719
682.0512821	7.751464844
679.8534799	6.103515625
680.5860806	7.32421875
695.2380952	7.8125
692.3076923	7.141113281
695.970696	7.568359375
694.5054945	6.896972656
692.3076923	6.652832031
709.1575092	6.225585938
712.0879121	6.958007813
709.8901099	7.873535156
710.6227106	9.338378906
711.3553114	7.385253906
719.4139194	7.995605469
727.4725275	8.239746094
725.2747253	6.652832031
725.2747253	7.934570313
725.2747253	7.080078125
741.3919414	8.117675781
743.5897436	8.7890625
747.2527473	9.216308594
741.3919414	9.338378906
739.9267399	7.629394531
744.3223443	8.117675781
742.1245421	6.652832031
744.3223443	7.629394531
740.6593407	10.00976563
740.6593407	7.873535156
761.1721612	6.591796875
760.4395604	8.666992188
769.96337	9.155273438
760.4395604	6.774902344
760.4395604	7.385253906
777.2893773	7.629394531
770.6959707	8.7890625
772.8937729	6.958007813
774.3589744	7.8125
779.4871795	7.32421875
788.2783883	8.117675781
788.2783883	8.178710938
793.4065934	7.446289063
786.8131868	7.629394531
790.4761905	6.530761719
808.7912088	7.568359375
821.2454212	8.361816406
808.7912088	8.361816406
805.1282051	8.117675781
802.9304029	9.460449219
826.3736264	8.178710938
821.978022	7.873535156
824.9084249	8.239746094
824.9084249	9.460449219
819.7802198	7.995605469
839.5604396	8.239746094
837.3626374	7.446289063
837.3626374	7.995605469
838.8278388	7.934570313
841.7582418	7.385253906
835.1648352	8.605957031
835.1648352	8.422851563
837.3626374	8.728027344
841.025641	6.34765625
831.5018315	7.202148438
856.4102564	8.117675781
856.4102564	8.422851563
854.9450549	8.7890625
856.4102564	8.361816406
852.014652	8.483886719
871.7948718	8.178710938
866.6666667	7.568359375
871.0622711	9.094238281
871.7948718	8.7890625
870.3296703	6.469726563
888.6446886	8.117675781
886.4468864	7.507324219
886.4468864	9.521484375
878.3882784	7.629394531
